EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,DEVICE_SESSION_ID,UI_EVENT_TIMESTAMP,UI_EVENT_RELATIVE_TIMESTAMP,UI_ROOT_ACTIVITY_ID,USER_TYPE,CLIENT_ID,SESSION_KEY,LOGIN_KEY,CLIENT_GEO,CONNECTION_TYPE,APP_NAME,SDK_APP_VERSION,DEVICE_PLATFORM,DEVICE_MODEL,SDK_VERSION,BROWSER_NAME,BROWSER_VERSION,OS_NAME,OS_VERSION,PAGE_URL,PAGE_ENTITY_TYPE,PAGE_CONTEXT,PAGE_ENTITY_ID,SDK_APP_TYPE,DURATION,URL,START_TIME,INITIATOR_TYPE,NEXT_HOP_PROTOCOL,RENDER_BLOCKING_STATUS,WORKER_START,REDIRECT_START,REDIRECT_END,FETCH_START,DOMAIN_LOOKUP_START,DOMAIN_LOOKUP_END,CONNECT_START,SECURE_CONNECTION_START,CONNECT_END,REQUEST_START,RESPONSE_START,FIRST_INTERIM_RESPONSE_START,RESPONSE_END,TRANSFER_SIZE,ENCODED_BODY_SIZE,DECODED_BODY_SIZE,RESPONSE_STATUS,SERVER_REQUEST_ID,UI_THREAD_RESPONSE_DELAY,DOM_COMPLETE,DOM_CONTENT_LOADED_EVENT_START,DOM_CONTENT_LOADED_EVENT_END,DOM_INTERACTIVE,LOAD_EVENT_START,LOAD_EVENT_END,REDIRECT_COUNT,NAVIGATION_TYPE,UNLOAD_EVENT_START,UNLOAD_EVENT_END,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP
UiTelemetryNavigationTiming,202504260110334.00,cee65cf5-3ff4-458e-a8b0-0cc7d38dcaeb,e1146d00-e3eb-4,55543425,8ef5f89d-0589-4d69-92eb-4dd4ca08b6d6,1745629818946.00,8217,0fb6fbcc-762f-443d-b021-70bdcf9a509b,Guest,a98d4053-ae5a-463f-89d7-b63c7e278b1e,2742a390-ebe9-4af6,252ed4f2-66f9-4120,APAC,5G,SalesforceApp,1.3,Web,Pixel 6,2.9,Edge,113.0.2522,macOS,15.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,841b7757-0aed-45cd-9e86-fd6874ec42d3,Web,1115,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,5,16,34,55,71,95,117,125,151,176,200,219,230,2929,3396,4461,304,5974752e-a198-4825-9f39-271bfd06de2f,137,2784,255,780,194,1120,1541,0,back_forward,20,52,2025-04-26T01:10:33.456Z,58694905,68.171.241.199
UiTelemetryNavigationTiming,202504260110334.00,ef16b44a-ed12-4bf0-bbf7-94f41ababad9,9cb195a6-ea4b-4,59484291,fed35492-9d7a-45c7-b98f-d1b8ee8216cd,1745629818946.00,2044,556f1f14-860d-4864-835b-835e82866469,Guest,2b41a4df-aa35-4a75-afe7-0dc24f7b0ab1,53afb2c4-f8d8-4137,de7feb8e-45ae-49d1,LATAM,WiFi,CustomApp,4.1,iOS,Galaxy S21,2.5,Edge,90.0.4220,iOS,12.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,284aa1b8-22ab-4671-8ed6-b9230a7ca650,Mobile,918,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,5,17,25,60,65,87,117,134,149,165,187,204,225,1233,1073,1555,200,122804be-b067-4a52-bb7a-a5744ea93f70,467,2877,246,515,260,821,1393,1,navigate,17,58,2025-04-26T01:10:33.456Z,58996427,57.83.17.85
UiTelemetryNavigationTiming,202504260110334.00,cf06a177-0bfe-4239-ad16-73c75a81d130,66bcccc2-e4e5-4,56124031,adb72c61-c426-448f-bbe6-70274a5a95f9,1745629818946.00,4598,26f49c48-253a-4e67-8d69-4a8a29300669,Guest,8c996389-5d28-47cc-8011-6e8aa0119595,2e5f0fad-b342-4d48,6215a085-e453-4aca,EU,WiFi,CustomApp,5.6,iOS,Desktop,1.5,Safari,114.0.2494,Android,13.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,0c92511e-c80b-405a-b8d9-854c6569b06f,Mobile,393,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,6,20,25,50,71,93,115,121,151,161,181,204,230,4637,2868,2787,200,8b028bfe-e09e-4530-9f6e-7dfa3c8127a2,493,2945,330,697,109,961,1540,5,navigate,28,39,2025-04-26T01:10:33.456Z,52630742,12.7.33.73
UiTelemetryNavigationTiming,202504260110334.00,c3902069-d0ca-48f9-a005-eab7bc325e24,8ff4451b-afee-4,51657229,26d064c3-13e3-46e9-a3f6-b8378f558fa9,1745629818946.00,7769,395438d5-3dab-4cc4-b897-37373a6af8c0,Community,456b847e-ef06-4668-b1b9-130f759c9dcf,b59b983a-4461-4bab,3e4b37f9-3b3f-4230,EU,5G,CustomApp,3.8,Web,Galaxy S21,1.3,Chrome,97.0.2902,iOS,13,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,1507ef17-c196-4aeb-bb7d-c7865c9fceab,Web,1519,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,1,15,23,45,80,94,105,138,153,164,196,210,221,3303,3274,2788,200,efbc4d03-37fd-48ac-9360-d537480aace7,326,2068,253,706,397,923,1460,1,back_forward,21,47,2025-04-26T01:10:33.456Z,57552415,245.182.170.150
UiTelemetryNavigationTiming,202504260110334.00,14241ee2-3aff-4556-9b28-6031d4dd4cc5,89cf0df0-da77-4,54758074,07309b6e-ef9a-413e-b4ac-d112e4ae2104,1745629818946.00,8161,daab20ae-1b1e-45b8-8d08-cbc6d500fabe,Guest,1a7770fe-5500-4a1d-8551-b7ecc40c3026,abb19ed6-d9dc-45fe,522a7ead-1ffc-4219,EU,WiFi,SalesforceApp,2.9,Android,Pixel 6,3.2,Safari,84.0.2378,macOS,11.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,39b1195d-3356-4a14-aff2-dacbe862ca80,Mobile,1383,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,1,16,34,54,78,90,119,126,147,162,188,219,239,1333,4181,2254,200,8c9e5a8e-ce04-4cbc-b08b-41b873a003ee,145,1599,332,613,370,1132,1322,4,navigate,18,38,2025-04-26T01:10:33.456Z,55866251,139.168.213.207
UiTelemetryNavigationTiming,202504260110334.00,ee240abb-a9de-4849-9747-c7ff210da932,dd27905a-d2e0-4,58962673,4dbab488-c5aa-45b6-aaeb-6899c75d59da,1745629818946.00,1571,9baf2e6e-9648-4ce6-abe5-2f07afa05974,Guest,5f930193-c100-44de-9499-c34827265b41,7bbe592c-e248-4bec,90b76bf7-86ca-4d41,APAC,WiFi,CustomApp,5.7,Web,Pixel 6,1.8,Firefox,117.0.4308,macOS,12.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,a26f93fd-159b-420e-8f8c-3623c2fec266,Mobile,2676,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,1,15,27,54,72,82,104,133,147,163,191,203,235,4919,1291,2912,200,ee680e98-6348-4ee3-ac7f-32a4de769000,349,2757,399,615,386,1036,1255,4,back_forward,20,52,2025-04-26T01:10:33.456Z,54672896,247.255.213.185
UiTelemetryNavigationTiming,202504260110334.00,440105b2-20be-4972-b10d-997f15ca30c9,681df43a-44fa-4,53034923,96220a5d-840f-4e7e-88f0-8b963ac75cf2,1745629818946.00,9528,b7eae42e-8079-46f5-9207-709111054112,Standard,e10ed828-d4ad-4a47-a0eb-500429598a01,0cefb4c0-ef2a-40e6,05099c82-e5d5-4954,APAC,4G,SalesforceApp,3.5,Android,Galaxy S21,1.3,Chrome,101.0.2831,Windows,11.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,a8758e17-3008-4bfc-87d9-141809ca54da,Web,2871,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,5,15,22,43,66,86,112,121,157,176,196,209,237,3723,3887,4509,304,e96721be-7553-4c7b-807d-1656ce82ed6f,136,2376,435,768,180,1041,1372,5,navigate,19,45,2025-04-26T01:10:33.456Z,54781605,116.135.94.108
UiTelemetryNavigationTiming,202504260110334.00,1e2a4752-47e9-4161-9e26-e7a22347427d,00f8c289-e052-4,57145900,ae8b37a6-74ce-4e2a-9b0e-a3f2ff54ffd1,1745629818946.00,2173,3630b1a3-da0b-4a9f-8223-b3bc8a5560cc,Community,6369f130-07d1-4bf8-a811-592c6488ae75,cbeb5796-0eb9-42b8,6dc38799-5a2e-4c70,US,WiFi,CustomApp,2.9,iOS,Pixel 6,1.8,Safari,113.0.3253,iOS,14.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,4851ada6-e3b8-4e29-8474-6ad5e4e7d3d1,Mobile,666,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,2,19,35,54,72,86,112,129,150,162,181,211,235,1627,915,4067,304,9705e084-a880-4fc3-b589-40691a2fec1f,442,2690,200,688,179,1050,1495,0,reload,19,35,2025-04-26T01:10:33.456Z,51167322,59.195.64.68
UiTelemetryNavigationTiming,202504260110334.00,6e5cf55b-d983-49c0-a2d6-9b4897f2b1f8,d9c3c1ec-cf60-4,58452523,891aa4cc-c4e3-4486-90f2-d9f645e4bdfb,1745629818946.00,3660,59fa6afe-6618-49f4-afd9-99eafc30a672,Guest,2e199407-2ea7-434a-929e-9425deeed430,54320533-53e7-46d7,01eab8db-cb0a-4e5a,APAC,WiFi,SalesforceApp,1.4,Android,Galaxy S21,2.9,Chrome,108.0.4584,macOS,14.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,b45ad412-9f4b-4511-935b-06133d19f30c,Web,1171,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,10,19,31,43,73,84,116,138,159,165,187,219,233,3395,2149,1045,200,6da6d2d8-0b13-4eea-8e83-9192b897987b,145,2364,343,564,229,1154,1398,1,back_forward,30,36,2025-04-26T01:10:33.456Z,56840181,210.106.50.203
UiTelemetryNavigationTiming,202504260110334.00,538c5daa-d7c9-4bb9-b75c-2ae0a6d12e33,7c788067-e966-4,56276737,05e329d7-cf31-4554-a59e-a5757adb8777,1745629818946.00,4277,9be8a5e5-1d50-4d90-8c91-da72cb17d7b4,Standard,c86f1fdf-9236-4bc3-ae43-441b270a4868,650d7eba-4eed-48b9,d4a74bd1-d3c3-48fb,EU,5G,SalesforceApp,1.1,iOS,Desktop,3.3,Edge,84.0.2580,Windows,12.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,b663e21a-5525-4583-a1f0-8d33749ee017,Web,1551,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,9,19,40,44,70,84,120,131,144,175,189,211,226,3645,3751,3911,304,2068be9c-c270-49ee-8add-da425e082dca,239,737,203,691,331,1100,1466,4,reload,15,55,2025-04-26T01:10:33.456Z,51025185,187.128.40.45
UiTelemetryNavigationTiming,202504260110334.00,3684c4d4-d67a-4495-82fd-1add9353d8b3,65273817-c645-4,52858693,336e84c0-5a99-4f52-832e-0f07f511ab2a,1745629818946.00,1116,e377a164-1d7c-44a8-8047-fda60a183c78,Standard,80e37338-1f99-417a-98d2-ea02202c1b10,b0b51764-f400-4bfe,8e8e25f9-443c-4e97,APAC,WiFi,CustomApp,3,iOS,Pixel 6,3,Safari,80.0.2972,Linux,10.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,034541ce-206b-4991-b21b-f31f3feb2daf,Mobile,1321,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,2,10,33,58,80,94,107,122,151,162,188,208,234,1343,3741,4205,304,eb89321e-97a8-4f9c-af0a-24dfed0452cc,114,2128,447,559,343,933,1303,4,back_forward,21,34,2025-04-26T01:10:33.456Z,55426161,10.119.54.229
UiTelemetryNavigationTiming,202504260110334.00,e6bf7127-cca3-43f5-b169-e824b31ed909,9ddc6e45-8169-4,53009864,3648176e-fc0f-4aba-8ebb-cc29bd4f27f1,1745629818946.00,1315,0c013fb1-b2cc-43e1-9efd-4ed52bf6f414,Community,7f02907e-4c0b-49e8-ab09-5c119532774e,7cdacba9-176b-4ad7,a0bbcb7c-9d8b-4493,APAC,5G,SalesforceApp,1,Web,Desktop,3.6,Edge,117.0.3316,iOS,13.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,63dfb928-ef14-4a21-905e-e9c566c2b3e8,Mobile,1942,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,7,17,29,48,72,97,102,127,154,177,187,202,240,3766,2779,4462,404,615026c0-f669-4026-8fa9-b95383bc2f32,93,2042,333,679,346,845,1225,1,back_forward,12,45,2025-04-26T01:10:33.456Z,54661181,227.142.192.227
UiTelemetryNavigationTiming,202504260110334.00,d59d50f6-447a-442d-a280-519dc49f2651,b8953b22-f637-4,57194143,23c40ca0-ef11-4337-9155-625a53e4af74,1745629818946.00,9260,3edaf016-c491-45ec-a536-0dbfb27e3ecf,Guest,7cf49e45-5722-46cc-8f98-f973697aa9fa,be679a0e-7805-406a,92400926-a3a1-4c11,LATAM,4G,CustomApp,3.5,Android,iPhone 13,3.8,Chrome,96.0.4121,Linux,12.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,2e9ff3b4-4a66-4e20-b6b7-2a2b6a1ffcb3,Mobile,775,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,7,10,31,42,75,99,117,131,158,178,192,204,222,1854,3651,1806,404,4a76fd23-63b4-4015-ad67-9ff186fef45c,211,2417,481,765,270,875,1248,2,reload,29,37,2025-04-26T01:10:33.456Z,51252693,234.174.110.1
UiTelemetryNavigationTiming,202504260110334.00,d50387f7-2416-453f-bba0-d5788027b6e6,696f8459-e230-4,56251052,3fdaa87d-8957-4efe-aba4-01468895c2a3,1745629818946.00,4811,b37f37ca-dbff-4a82-bbd2-43153e855f5a,Guest,034c2c04-17c2-4679-8faf-dc2571c0746e,c1fb55ed-b217-423d,1abb2587-2ef5-459f,EU,4G,CustomApp,3.6,iOS,Galaxy S21,3.3,Firefox,81.0.2739,iOS,15.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,32ea7115-03e4-4e11-bd46-17e18c8023be,Mobile,319,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,0,13,38,42,78,89,118,129,154,179,181,205,238,4995,4382,3195,200,4d4e980c-a4dc-4359-a501-51ec88870174,257,2954,269,602,217,1086,1288,4,reload,28,43,2025-04-26T01:10:33.456Z,53752123,140.16.145.88
UiTelemetryNavigationTiming,202504260110334.00,e6714212-2a84-4cd0-a78f-098c73a113d0,46271ea6-07ca-4,58981859,27760db0-dc41-4573-a450-f9fe66d27c40,1745629818946.00,3153,ad672453-ac3d-4dd3-ae92-eb64d05d47e6,Guest,73e8e330-4548-40c4-a485-bfbf81a3ee02,66a49977-5247-4e55,cefe63d1-37ed-40bb,APAC,WiFi,CustomApp,5.4,Android,Desktop,3.4,Chrome,94.0.1716,Linux,11.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,93b88790-3c2c-4119-b8f9-d98b10fcef0a,Web,721,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,9,15,29,58,78,83,111,123,160,165,187,215,225,1425,3361,1271,200,aff297ce-401b-45ef-bfcf-f8a2de391a3a,112,2144,216,558,259,1010,1515,5,back_forward,29,51,2025-04-26T01:10:33.456Z,57640817,229.236.242.244
UiTelemetryNavigationTiming,202504260110334.00,d6ee3974-1c51-4e0c-8a6f-c7dcdbbac2e7,aafc575a-873a-4,55334911,2e9af63f-9bf9-4076-be39-b3a52e10f73c,1745629818946.00,6573,3975167c-f59a-4405-94d5-9a920b7765ef,Community,d82a3967-28a7-420b-834d-5d3695249ac3,3aafd01c-3843-452a,b7b09c4f-132e-4edb,LATAM,5G,SalesforceApp,5.9,Web,iPhone 13,3.4,Firefox,109.0.4012,iOS,13.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,ee40906f-bac9-4888-9e8e-77554e24d42a,Mobile,2500,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,3,14,37,53,67,81,110,132,142,180,191,202,233,2797,3856,4009,304,5727c42d-fca0-4432-a617-42db9f63ed7a,422,1304,468,552,212,1148,1582,0,navigate,21,53,2025-04-26T01:10:33.456Z,53899087,241.15.155.251
UiTelemetryNavigationTiming,202504260110334.00,4b2fef29-16ec-4d4d-8b46-320981276080,5ac4d5f1-686c-4,54228002,cb909ade-fd04-4014-bcef-23b6ab9bc14f,1745629818946.00,2819,4f9b58e8-4d8e-4004-827e-d3d3b42f7401,Community,1448649d-dd07-43d6-9a1a-0c9745a192c9,3c24dfb7-7997-4911,89f15da1-e6ef-467b,LATAM,5G,SalesforceApp,4.7,Web,Pixel 6,2.4,Safari,107.0.3780,Android,12.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,2d07b799-9292-4f60-ae69-d57ae30f86c0,Web,2883,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,4,17,27,56,69,89,117,125,150,162,185,220,238,3002,4171,4424,404,08aae18f-0a65-4fb5-8c25-3eac92abc928,113,1241,412,637,163,953,1245,3,navigate,15,33,2025-04-26T01:10:33.456Z,54299469,23.135.153.201
UiTelemetryNavigationTiming,202504260110334.00,20fe396c-54ee-4bca-befb-6cafcfef8a84,a93049c8-979e-4,57947792,55105e52-1e81-4ce1-8720-99dff271db23,1745629818946.00,4579,502d48c1-5a3e-4f14-9f65-4bf3fdf94fae,Standard,83ca0a9b-e82b-4e88-9c3a-2e1bc0dedcb4,36985c9b-ad16-4eb2,fddcf0ce-2da6-4c38,LATAM,WiFi,SalesforceApp,3.7,iOS,Galaxy S21,1.1,Safari,97.0.4756,Linux,15.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,bcc5acf9-e372-4822-b849-d203479d5c28,Mobile,2798,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,8,14,36,46,79,99,116,123,154,171,191,207,228,2903,3187,3585,200,4c13b0e5-4922-4108-a54f-91eff8f9b668,443,1807,425,711,285,953,1435,2,navigate,22,31,2025-04-26T01:10:33.456Z,54797534,104.79.244.225
UiTelemetryNavigationTiming,202504260110334.00,34bfc8dd-00d1-4be4-ac69-002f0d39431d,8ea3cf8d-a6f1-4,51667877,15ce897a-90df-47d2-97a4-173bcd75c839,1745629818946.00,5821,0c634d8c-a266-4d42-b7cf-0bc3444e2014,Community,18294566-031f-44b4-b417-1d8d79ec4ad8,72b54585-239b-44ba,e1adab93-d186-4bd0,EU,5G,SalesforceApp,2.6,Web,iPhone 13,2.2,Chrome,88.0.4162,Android,14.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,2daf2c46-d1b4-479b-b324-bc11c8cb28c4,Web,964,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,9,14,36,45,63,93,108,123,145,173,187,209,240,4156,1716,1423,404,776fc25c-e0c4-4365-b8a9-4f89be80de70,464,626,272,517,196,1027,1233,0,navigate,13,49,2025-04-26T01:10:33.456Z,51568104,170.77.65.9
UiTelemetryNavigationTiming,202504260110334.00,d5f83f7b-c576-4b49-a1c9-11c226768b2f,fcf53917-8220-4,57100376,39eb0c33-e8a4-41f2-81dd-e61336572a4f,1745629818946.00,2819,f9c2f1db-2946-4d78-afc3-c40dd514382d,Standard,4d5bd444-0d01-4804-a399-b15a607248e5,daf921c1-c8c2-467c,1853952a-09a4-443a,LATAM,4G,CustomApp,2,Web,iPhone 13,2.8,Safari,96.0.3926,macOS,15.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,56447ed0-34ab-4d48-bd34-75836acc5072,Mobile,2163,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,8,18,26,41,68,92,107,138,141,167,190,214,227,1354,1236,4455,304,0e52b99a-53a8-4f0f-99c0-205fac4bbb88,150,1227,249,791,318,1195,1380,1,back_forward,25,33,2025-04-26T01:10:33.456Z,51997934,196.192.79.203
UiTelemetryNavigationTiming,202504260110334.00,2afac329-b5ea-41bd-9f50-7877fb52a9d4,1e7418bc-6bf3-4,58014136,933bb8dd-6aae-4922-bd17-e4b1f95e45df,1745629818946.00,4590,c2dde24f-504f-45b5-a4a2-70f40f850ead,Standard,855c1807-cfa4-4a78-abd0-7eaaa8875f3a,4e52a0df-531a-46e5,f7571a9d-5be1-4e7f,LATAM,4G,CustomApp,5.2,Android,Galaxy S21,2,Edge,84.0.4503,iOS,13.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,4cde5712-c885-4204-806f-63452af96749,Web,718,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,1,15,23,48,66,87,104,127,143,161,182,214,234,1925,946,1675,304,08037a5b-6b47-4386-a14a-f8ba8d38704c,299,1973,323,594,321,905,1596,4,back_forward,24,53,2025-04-26T01:10:33.456Z,54221623,126.155.58.163
UiTelemetryNavigationTiming,202504260110334.00,425b2f95-2884-4495-a422-42d606e61916,335921fd-00e0-4,52797041,085d5704-b1f2-47b8-a531-5cc8b83b0ae0,1745629818946.00,1615,b51694a1-5886-42ef-ac48-371348b79b27,Guest,cd00b2ae-ae7d-46ab-9375-e781083a20e1,b8b72a29-254c-4a78,de3015cb-e83a-49d4,APAC,4G,CustomApp,3.6,Web,Desktop,1,Firefox,101.0.1284,Linux,12.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,32bf863b-cb2a-47a4-8e4a-36448cddb1e1,Web,2051,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,7,16,25,51,75,82,114,127,159,180,188,211,239,3244,1594,3792,200,858921a3-2475-47aa-9dff-52a05bbaf91f,308,1474,447,734,243,818,1455,1,back_forward,17,47,2025-04-26T01:10:33.456Z,55052955,153.62.99.128
UiTelemetryNavigationTiming,202504260110334.00,70d58a28-eb07-450b-8400-68f1ccfc4439,3116eaad-9bfc-4,57413956,fbd657a9-a0e0-4823-82a8-72c0f7a14f94,1745629818946.00,3871,76aee9ce-a435-47fd-87c6-e71908f37262,Guest,164c89f1-ba19-459a-949e-c5a7fb02d361,1cc05fbb-0353-4c3a,2302570c-c1d9-4cce,EU,WiFi,SalesforceApp,2.9,Android,Pixel 6,3.8,Chrome,87.0.1355,Linux,15.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,31e2c805-544e-44cc-b3a3-269fa248e485,Mobile,1317,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,9,12,26,54,79,86,111,137,145,165,182,203,227,1415,3459,2407,404,1a7d2789-f38a-43cd-8a15-c984717d2cd0,310,1028,342,781,159,1120,1381,0,reload,17,47,2025-04-26T01:10:33.456Z,53486380,188.132.56.35
UiTelemetryNavigationTiming,202504260110334.00,584d9ed8-11a3-49b1-b844-e92a25e1b667,394e932d-3115-4,58732760,de1795c1-6465-47c3-999c-71599aac5882,1745629818946.00,8083,a3069d0e-7d65-4a41-ba5e-db8490094adc,Standard,e4fe0f79-93dc-433d-8f1e-23b945138055,befc7618-9ca7-4f9e,7f966c5f-ded1-4fb4,EU,5G,CustomApp,3.6,Web,Desktop,1.1,Chrome,85.0.4805,Windows,12.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,64e03261-55bd-4bee-8ba4-ecf17bfc5f31,Mobile,433,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,9,12,28,59,66,87,103,139,141,177,197,216,236,4784,1274,3054,404,c9cebb87-6060-4619-b3dd-df2c46fa6267,402,2638,269,773,270,991,1352,4,back_forward,26,58,2025-04-26T01:10:33.456Z,57083349,137.237.171.177
UiTelemetryNavigationTiming,202504260110334.00,dfbb4c19-2289-46a6-82e4-708872f38558,2ac1e4db-32f5-4,57024796,39c1098c-ae69-4be0-a568-5c65442f7b0e,1745629818946.00,7949,690966f4-7d12-4a74-824a-51457eda261c,Standard,190af565-3497-477d-990f-134d8e7cee14,3b57af53-624f-45e9,02378d14-1888-457c,APAC,4G,CustomApp,2.7,Web,Pixel 6,3.3,Firefox,117.0.3170,macOS,10.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,fb27579f-d889-4a4a-915a-b572d733f47e,Web,818,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,5,16,26,43,71,89,112,136,150,175,200,211,238,1873,2193,1875,200,faffdc7a-18ad-4df7-a6aa-2081a24e2904,472,1962,388,566,380,1022,1537,0,navigate,25,52,2025-04-26T01:10:33.456Z,54638856,131.123.48.33
UiTelemetryNavigationTiming,202504260110334.00,acb69d1b-2b6d-4a7a-ba6d-8890c3dc9280,abe3069a-04a4-4,51633936,a4643310-1770-4b21-9639-99b254cf1c92,1745629818946.00,3664,a7dcc284-9262-4648-b52f-363d1ab2ee34,Community,737efa6b-83a9-44ed-8129-d62840fe76e6,560a8a85-eda1-4366,b4d04208-6074-4e99,EU,4G,SalesforceApp,3.1,iOS,Pixel 6,1,Edge,115.0.3680,macOS,15.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,afefb1b5-f69c-47eb-a5f4-4904fb34d6c1,Web,722,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,4,15,24,47,63,98,109,131,157,169,192,206,229,1836,2928,1027,200,4a7d9d8a-f858-4d02-a17a-560710a61c3f,365,2789,334,683,265,1187,1456,2,back_forward,10,40,2025-04-26T01:10:33.456Z,52689713,50.243.43.255
UiTelemetryNavigationTiming,202504260110334.00,7a0a2419-6b3f-4860-a7f6-d8263d2262bd,fa34d883-b086-4,57401824,9aaa0a1a-358a-4491-ae27-4281c4ee6871,1745629818946.00,5111,6ea02c91-02ee-4bcf-a372-6ad826309181,Guest,c14ae868-ecfc-4f81-ab33-7e15adc386a3,9a24a75e-5e9d-44bb,ab7f3cd5-9392-4211,US,5G,SalesforceApp,4.6,iOS,Galaxy S21,3.5,Safari,90.0.3584,macOS,13.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,7e3c8fd0-7598-4769-8e1b-1ae6bbd330fc,Mobile,2410,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,4,10,39,59,64,92,112,138,143,180,197,203,233,4867,2883,1616,200,f2774792-f0e3-4999-82ad-3fa6c49b5db4,149,2039,415,584,313,1075,1283,3,reload,13,36,2025-04-26T01:10:33.456Z,53785383,174.198.98.221
UiTelemetryNavigationTiming,202504260110334.00,98adf178-f110-4e95-8277-3b2b15a2d264,c7506567-e4a8-4,58413936,435532cc-3056-40ae-8e8f-9e487264843f,1745629818946.00,9941,2fae063d-5b51-4edc-966f-0865bf5f2b31,Community,b7a71b7d-7347-4826-80a1-209417422b81,37dd66b0-63bd-4442,84d7f1a5-bf8a-403a,LATAM,5G,SalesforceApp,1.3,Android,Desktop,1.1,Chrome,115.0.4570,iOS,11.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,9f4ee6bc-8635-46e0-96d5-608d5c383130,Web,2806,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,8,20,29,56,80,88,113,122,144,170,187,214,223,3774,4372,2021,404,ad42eb05-bcb6-44d9-839d-890dac2056f9,464,826,205,766,328,1067,1208,2,back_forward,14,58,2025-04-26T01:10:33.456Z,58272693,142.53.194.170
